name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Sebastian Szymanski,Attacking Midfield,23,14,Russia,Premier Liga,Dynamo Moscow,Netherlands,Eredivisie,Feyenoord Rotterdam,2,TRUE,FALSE
Walter Benítez,Goalkeeper,29,14,France,Ligue 1,OGC Nice,Netherlands,Eredivisie,PSV Eindhoven,0,FALSE,FALSE
Wout Weghorst,Centre-Forward,29,14,England,Championship,Burnley FC,Turkey,Süper Lig,Besiktas JK,0,TRUE,FALSE
Yangel Herrera,Central Midfield,24,14,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,0,TRUE,FALSE
Kayky,Right Winger,19,14,England,Premier League 2,Manchester City U21,Portugal,Liga Portugal,FC Paços de Ferreira,0,TRUE,FALSE
Lucas Gourna-Douath,Defensive Midfield,18,10,France,Ligue 2,AS Saint-Étienne,Austria,Bundesliga,Red Bull Salzburg,13,FALSE,FALSE
Sékou Mara,Centre-Forward,19,3,France,Ligue 2,FC Girondins Bordeaux,England,Premier League,Southampton FC,13,FALSE,FALSE
Mattia Viti,Centre-Back,20,7,Italy,Serie A,FC Empoli,France,Ligue 1,OGC Nice,13,FALSE,TRUE
Sergio Gómez,Left-Back,21,10,Belgium,Jupiler Pro League,RSC Anderlecht,England,Premier League,Manchester City,13,FALSE,TRUE
Fredrik Aursnes,Defensive Midfield,26,12,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,SL Benfica,13,FALSE,TRUE
Salih Özcan,Defensive Midfield,24,13,Germany,Bundesliga,1. FC Köln,Germany,Bundesliga,Borussia Dortmund,5,FALSE,TRUE
Calvin Stengs,Right Winger,23,13,France,Ligue 1,OGC Nice,Belgium,Jupiler Pro League,Royal Antwerp FC,0,TRUE,FALSE
Ethan Ampadu,Centre-Back,21,13,England,Premier League,Chelsea FC,Italy,Serie A,Spezia Calcio,0,TRUE,TRUE
Roméo Lavia,Defensive Midfield,18,2,England,Premier League 2,Manchester City U21,England,Premier League,Southampton FC,12.3,FALSE,FALSE
Pau López,Goalkeeper,27,12,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,12,FALSE,FALSE
Marc Roca,Defensive Midfield,25,7,Germany,Bundesliga,Bayern Munich,England,Premier League,Leeds United,12,FALSE,FALSE
Agustín Álvarez,Centre-Forward,21,4,Uruguay,Primera División,CA Peñarol,Italy,Serie A,US Sassuolo,12,FALSE,FALSE
Chris Richards,Centre-Back,22,7.5,Germany,Bundesliga,Bayern Munich,England,Premier League,Crystal Palace,12,FALSE,FALSE
Alexis Beka Beka,Defensive Midfield,21,3,Russia,Premier Liga,Lokomotiv Moscow,France,Ligue 1,OGC Nice,12,FALSE,TRUE
Stanley Nsoki,Centre-Back,23,7,Belgium,Jupiler Pro League,Club Brugge KV,Germany,Bundesliga,TSG 1899 Hoffenheim,12,FALSE,FALSE
Gabriel Veron,Right Winger,19,12,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,FC Porto,10.5,FALSE,TRUE
Billy Gilmour,Central Midfield,21,12,England,Premier League,Chelsea FC,England,Premier League,Brighton & Hove Albion,10.4,FALSE,FALSE
Luís Maximiano,Goalkeeper,23,12,Spain,LaLiga2,Granada CF,Italy,Serie A,SS Lazio,10.1,FALSE,TRUE
Willian José,Centre-Forward,30,12,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Real Betis Balompié,10,FALSE,FALSE
Owen Wijndal,Left-Back,22,12,Netherlands,Eredivisie,AZ Alkmaar,Netherlands,Eredivisie,Ajax Amsterdam,10,FALSE,FALSE
Marko Grujic,Central Midfield,26,12,England,Premier League,Liverpool FC,Portugal,Liga Portugal,FC Porto,9,FALSE,TRUE
Samuele Ricci,Defensive Midfield,20,12,Italy,Serie A,FC Empoli,Italy,Serie A,Torino FC,8.5,FALSE,FALSE
Luiz Henrique,Right Winger,21,12,Brazil,Série A,Fluminense Football Club,Spain,LaLiga,Real Betis Balompié,8,FALSE,FALSE
Angelo Fulgini,Attacking Midfield,25,12,France,Ligue 1,Angers SCO,Germany,Bundesliga,1.FSV Mainz 05,6,FALSE,FALSE
Fábio Carvalho,Attacking Midfield,19,12,England,Premier League,Fulham FC,England,Premier League,Liverpool FC,5.9,FALSE,TRUE
João Pedro,Second Striker,30,12,Italy,Serie B,Cagliari Calcio,Turkey,Süper Lig,Fenerbahce,4.68,FALSE,FALSE
Idrissa Gueye,Central Midfield,32,12,France,Ligue 1,Paris Saint-Germain,England,Premier League,Everton FC,4,FALSE,FALSE
Sérgio Oliveira,Central Midfield,30,12,Portugal,Liga Portugal,FC Porto,Turkey,Süper Lig,Galatasaray,3,FALSE,TRUE
Maxi Gómez,Centre-Forward,26,12,Spain,LaLiga,Valencia CF,Turkey,Süper Lig,Trabzonspor,3,FALSE,TRUE
Andrea Petagna,Centre-Forward,27,12,Italy,Serie A,SSC Napoli,Italy,Serie A,AC Monza,2.5,TRUE,FALSE
Razvan Marin,Central Midfield,26,12,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,1,TRUE,FALSE
Boulaye Dia,Centre-Forward,25,12,Spain,LaLiga,Villarreal CF,Italy,Serie A,US Salernitana 1919,1,TRUE,TRUE
Krzysztof Piatek,Centre-Forward,27,12,Germany,Bundesliga,Hertha BSC,Italy,Serie A,US Salernitana 1919,1,TRUE,TRUE
Sam Johnstone,Goalkeeper,29,12,England,Championship,West Bromwich Albion,England,Premier League,Crystal Palace,0,FALSE,FALSE
André Onana,Goalkeeper,26,12,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Inter Milan,0,FALSE,TRUE
Divock Origi,Centre-Forward,27,12,England,Premier League,Liverpool FC,Italy,Serie A,AC Milan,0,FALSE,TRUE
Clément Lenglet,Centre-Back,27,12,Spain,LaLiga,FC Barcelona,England,Premier League,Tottenham Hotspur,0,TRUE,TRUE
Ángel Di María,Right Winger,34,12,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,0,FALSE,FALSE
Taty Castellanos,Centre-Forward,23,12,United States,MLS,New York City FC,Spain,LaLiga,Girona FC,0,TRUE,FALSE
Adnan Januzaj,Right Winger,27,12,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Sevilla FC,0,FALSE,TRUE
Loïc Badé,Centre-Back,22,12,France,Ligue 1,Stade Rennais FC,England,Premier League,Nottingham Forest,0,TRUE,FALSE
Marcos Alonso,Left-Back,31,12,England,Premier League,Chelsea FC,Spain,LaLiga,FC Barcelona,0,FALSE,TRUE
Marcus Tavernier,Central Midfield,23,4.5,England,Championship,Middlesbrough FC,England,Premier League,AFC Bournemouth,11.9,FALSE,FALSE
Julio Enciso,Second Striker,18,11,Paraguay,Primera División Clausura,Club Libertad Asunción,England,Premier League,Brighton & Hove Albion,11.6,FALSE,FALSE
Jörgen Strand Larsen,Centre-Forward,22,6,Netherlands,Eredivisie,FC Groningen,Spain,LaLiga,Celta de Vigo,11,FALSE,FALSE
Joshua Zirkzee,Centre-Forward,21,11,Germany,Bundesliga,Bayern Munich,Italy,Serie A,Bologna FC 1909,8.5,FALSE,FALSE
Matheus Henrique,Central Midfield,24,11,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Italy,Serie A,US Sassuolo,8,FALSE,FALSE
Nicolás Tagliafico,Left-Back,29,11,Netherlands,Eredivisie,Ajax Amsterdam,France,Ligue 1,Olympique Lyon,4.2,FALSE,FALSE
Mady Camara,Central Midfield,25,11,Greece,Super League 1,Olympiacos Piraeus,Italy,Serie A,AS Roma,1.5,TRUE,TRUE
Flynn Downes,Central Midfield,23,2,Wales,Championship,Swansea City,England,Premier League,West Ham United,10.65,FALSE,TRUE
Gabriel Sara,Central Midfield,23,6.5,Brazil,Série A,São Paulo Futebol Clube,England,Championship,Norwich City,10.5,FALSE,TRUE
James Garner,Defensive Midfield,21,7,England,Premier League 2,Manchester United U21,England,Premier League,Everton FC,10.4,FALSE,FALSE
Jakub Kaminski,Left Winger,20,10,Poland,Ekstraklasa,Lech Poznan,Germany,Bundesliga,VfL Wolfsburg,10,FALSE,TRUE
Rúben Vinagre,Left-Back,23,5,England,Premier League,Wolverhampton Wanderers,Portugal,Liga Portugal,Sporting CP,10,FALSE,TRUE
Jens Petter Hauge,Right Winger,22,8,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,10,FALSE,TRUE
Armel Bella-Kotchap,Centre-Back,20,10,Germany,Bundesliga,VfL Bochum,England,Premier League,Southampton FC,10,FALSE,FALSE
Giulian Biancone,Right-Back,22,4,France,Ligue 1,ESTAC Troyes,England,Premier League,Nottingham Forest,10,FALSE,FALSE
Kristian Thorstvedt,Attacking Midfield,23,5,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,US Sassuolo,10,FALSE,FALSE
Luis Suárez,Centre-Forward,24,9,Spain,LaLiga2,Granada CF,France,Ligue 1,Olympique Marseille,10,FALSE,FALSE
Junya Ito,Right Winger,29,7.5,Belgium,Jupiler Pro League,KRC Genk,France,Ligue 1,Stade Reims,10,FALSE,TRUE
Borja Mayoral,Centre-Forward,25,9,Spain,LaLiga,Real Madrid,Spain,LaLiga,Getafe CF,10,FALSE,FALSE
Raphael Onyedika,Defensive Midfield,21,5,Denmark,Superligaen,FC Midtjylland,Belgium,Jupiler Pro League,Club Brugge KV,10,FALSE,FALSE
Armand Laurienté,Right Winger,23,7,France,Ligue 1,FC Lorient,Italy,Serie A,US Sassuolo,10,FALSE,FALSE
El Bilal Touré,Centre-Forward,20,6.5,France,Ligue 1,Stade Reims,Spain,LaLiga,UD Almería,10,FALSE,FALSE
Ademola Lookman,Left Winger,24,10,Germany,Bundesliga,RB Leipzig,Italy,Serie A,Atalanta BC,9,FALSE,TRUE
Guglielmo Vicario,Goalkeeper,25,10,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,8.5,FALSE,FALSE
Rolando Mandragora,Defensive Midfield,25,10,Italy,Serie A,Juventus FC,Italy,Serie A,ACF Fiorentina,8.2,FALSE,TRUE
Joe Aribo,Central Midfield,25,10,Scotland,Premiership,Rangers FC,England,Premier League,Southampton FC,7.1,FALSE,FALSE
Beto,Centre-Forward,24,10,Portugal,Liga Portugal,Portimonense SC,Italy,Serie A,Udinese Calcio,7,FALSE,TRUE
Gianluca Caprari,Second Striker,28,10,Italy,Serie A,UC Sampdoria,Italy,Serie A,Hellas Verona,5,FALSE,TRUE
Ozan Kabak,Centre-Back,22,10,Germany,Bundesliga,FC Schalke 04,Germany,Bundesliga,TSG 1899 Hoffenheim,5,FALSE,FALSE
Wilfried Gnonto,Second Striker,18,10,Switzerland,Super League,FC Zürich,England,Premier League,Leeds United,4.5,FALSE,FALSE
Hugo Duro,Centre-Forward,22,10,Spain,LaLiga,Getafe CF,Spain,LaLiga,Valencia CF,4,FALSE,TRUE
Mario Götze,Attacking Midfield,30,10,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,Eintracht Frankfurt,4,FALSE,TRUE
Kristjan Asllani,Defensive Midfield,20,10,Italy,Serie A,FC Empoli,Italy,Serie A,Inter Milan,4,TRUE,TRUE
Trezeguet,Left Winger,27,10,England,Premier League,Aston Villa,Turkey,Süper Lig,Trabzonspor,4,FALSE,TRUE
Michy Batshuayi,Centre-Forward,28,10,England,Premier League,Chelsea FC,Turkey,Süper Lig,Fenerbahce,3.5,FALSE,FALSE
Gianluca Caprari,Second Striker,28,10,Italy,Serie A,Hellas Verona,Italy,Serie A,AC Monza,3,TRUE,FALSE
Léo Dubois,Right-Back,27,10,France,Ligue 1,Olympique Lyon,Turkey,Süper Lig,Galatasaray,2.5,FALSE,TRUE
Aster Vranckx,Central Midfield,19,10,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,AC Milan,2,TRUE,TRUE
Alexander Sörloth,Centre-Forward,26,10,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Real Sociedad,1.5,TRUE,TRUE
Alessio Cragno,Goalkeeper,28,10,Italy,Serie B,Cagliari Calcio,Italy,Serie A,AC Monza,0.4,TRUE,FALSE
Manu Sánchez,Left-Back,21,10,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,CA Osasuna,0.2,TRUE,FALSE
Cyle Larin,Left Winger,27,10,Turkey,Süper Lig,Besiktas JK,Belgium,Jupiler Pro League,Club Brugge KV,0,FALSE,FALSE
Ivan Perisic,Left Midfield,33,10,Italy,Serie A,Inter Milan,England,Premier League,Tottenham Hotspur,0,FALSE,TRUE
Pierluigi Gollini,Goalkeeper,27,10,Italy,Serie A,Atalanta BC,Italy,Serie A,ACF Fiorentina,0,TRUE,TRUE
Federico Bernardeschi,Right Winger,28,10,Italy,Serie A,Juventus FC,Canada,MLS,Toronto FC,0,FALSE,FALSE
Aleksey Miranchuk,Attacking Midfield,26,10,Italy,Serie A,Atalanta BC,Italy,Serie A,Torino FC,0,TRUE,FALSE
Alex Mowatt,Central Midfield,27,10,England,Championship,West Bromwich Albion,England,Championship,Middlesbrough FC,0,TRUE,TRUE
Ander Herrera,Central Midfield,33,10,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Athletic Bilbao,0,TRUE,FALSE
Nicolò Rovella,Defensive Midfield,20,10,Italy,Serie A,Juventus FC,Italy,Serie A,AC Monza,0,TRUE,FALSE
Stefan Posch,Centre-Back,25,10,Germany,Bundesliga,TSG 1899 Hoffenheim,Italy,Serie A,Bologna FC 1909,0,TRUE,FALSE
Serhou Guirassy,Centre-Forward,26,10,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,VfB Stuttgart,0,TRUE,TRUE
Ainsley Maitland-Niles,Right Midfield,25,10,England,Premier League,Arsenal FC,England,Premier League,Southampton FC,0,TRUE,FALSE
Amine Harit,Attacking Midfield,25,10,Germany,Bundesliga,FC Schalke 04,France,Ligue 1,Olympique Marseille,0,TRUE,FALSE
Loïs Openda,Centre-Forward,22,7.5,Belgium,Jupiler Pro League,Club Brugge KV,France,Ligue 1,RC Lens,9.8,FALSE,TRUE
Cucho Hernández,Centre-Forward,23,9,England,Championship,Watford FC,United States,MLS,Columbus Crew,9.55,FALSE,FALSE
José Manuel López,Centre-Forward,21,8,Argentina,Liga Profesional,Club Atlético Lanús,Brazil,Série A,Sociedade Esportiva Palmeiras,9.5,FALSE,FALSE
Andreas Pereira,Attacking Midfield,26,7.5,England,Premier League,Manchester United,England,Premier League,Fulham FC,9.5,FALSE,TRUE
Ahmetcan Kaplan,Centre-Back,19,2.8,Turkey,Süper Lig,Trabzonspor,Netherlands,Eredivisie,Ajax Amsterdam,9.5,FALSE,FALSE
Lewis O'Brien,Central Midfield,23,3.5,England,Championship,Huddersfield Town,England,Premier League,Nottingham Forest,9.4,FALSE,FALSE
Alphonse Areola,Goalkeeper,29,8,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,9.3,FALSE,TRUE
Gabriel Slonina,Goalkeeper,18,3,United States,MLS,Chicago Fire FC,England,Premier League,Chelsea FC,9.09,FALSE,TRUE
Perr Schuurs,Centre-Back,22,7,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Torino FC,9,FALSE,FALSE
Brandon Soppy,Right-Back,20,5,Italy,Serie A,Udinese Calcio,Italy,Serie A,Atalanta BC,9,FALSE,TRUE
Christopher Wooh,Centre-Back,20,3,France,Ligue 1,RC Lens,France,Ligue 1,Stade Rennais FC,9,FALSE,FALSE
Jhon Lucumí,Centre-Back,24,9,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,Bologna FC 1909,8,FALSE,FALSE
Adam Buksa,Centre-Forward,25,9,United States,MLS,New England Revolution,France,Ligue 1,RC Lens,6,FALSE,TRUE
Andreas Cornelius,Centre-Forward,29,9,Turkey,Süper Lig,Trabzonspor,Denmark,Superligaen,FC Copenhagen,6,FALSE,FALSE
Kevin Mbabu,Right-Back,27,9,Germany,Bundesliga,VfL Wolfsburg,England,Premier League,Fulham FC,5.5,FALSE,TRUE
Bernd Leno,Goalkeeper,30,9,England,Premier League,Arsenal FC,England,Premier League,Fulham FC,3.6,FALSE,TRUE
Kristijan Jakic,Defensive Midfield,25,9,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,Eintracht Frankfurt,3.5,FALSE,TRUE
Anwar El Ghazi,Right Winger,27,9,England,Premier League,Aston Villa,Netherlands,Eredivisie,PSV Eindhoven,2.5,FALSE,FALSE
Predrag Rajković,Goalkeeper,26,9,France,Ligue 1,Stade Reims,Spain,LaLiga,RCD Mallorca,2,FALSE,FALSE
Nikola Moro,Defensive Midfield,24,9,Russia,Premier Liga,Dynamo Moscow,Italy,Serie A,Bologna FC 1909,1.5,TRUE,FALSE
Ricardo Pepi,Centre-Forward,19,9,Germany,Bundesliga,FC Augsburg,Netherlands,Eredivisie,FC Groningen,0.5,TRUE,FALSE
Portu,Right Winger,30,9,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Getafe CF,0,TRUE,FALSE
Freddie Woodman,Goalkeeper,25,9,England,Premier League,Newcastle United,England,Championship,Preston North End,0,FALSE,FALSE
Óscar Rodríguez,Attacking Midfield,24,9,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Celta de Vigo,0,TRUE,FALSE
Unai Núñez,Centre-Back,25,9,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Celta de Vigo,0,TRUE,FALSE
Luca Pellegrini,Left-Back,23,9,Italy,Serie A,Juventus FC,Germany,Bundesliga,Eintracht Frankfurt,0,TRUE,TRUE
Paco Alcácer,Centre-Forward,28,9,Spain,LaLiga,Villarreal CF,United Arab Emirates,UAE Pro League,Sharjah Cultural Sports Club,0,FALSE,FALSE
Jean-Philippe Gbamin,Defensive Midfield,26,9,England,Premier League,Everton FC,Turkey,Süper Lig,Trabzonspor,0,TRUE,TRUE
Ilaix Moriba,Central Midfield,19,9,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Valencia CF,0,TRUE,TRUE
Rafinha,Central Midfield,29,9,France,Ligue 1,Paris Saint-Germain,Qatar,Stars League,Al-Arabi SC,0,FALSE,FALSE
Ritsu Doan,Right Winger,24,8,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,SC Freiburg,8.5,FALSE,TRUE
João Victor,Centre-Back,23,8,Brazil,Série A,Sport Club Corinthians Paulista,Portugal,Liga Portugal,SL Benfica,8.5,FALSE,TRUE
Omar Richards,Left-Back,24,7,Germany,Bundesliga,Bayern Munich,England,Premier League,Nottingham Forest,8.5,FALSE,FALSE
Andrea Cambiaso,Left-Back,22,5,Italy,Serie B,Genoa CFC,Italy,Serie A,Juventus FC,8.5,FALSE,FALSE
Giulio Maggiore,Central Midfield,24,8.5,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Salernitana 1919,4.5,FALSE,TRUE
Alexander Bah,Right-Back,24,7,Czech Republic,Fortuna Liga,SK Slavia Prague,Portugal,Liga Portugal,SL Benfica,8,FALSE,TRUE
Simon Adingra,Left Winger,20,1.5,Denmark,Superligaen,FC Nordsjaelland,England,Premier League,Brighton & Hove Albion,8,FALSE,FALSE
André Almeida,Central Midfield,22,5,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Valencia CF,8,FALSE,TRUE
Nathan Ngoumou,Right Winger,22,2.5,France,Ligue 1,FC Toulouse,Germany,Bundesliga,Borussia Mönchengladbach,8,FALSE,TRUE
Marcos Antônio,Central Midfield,22,8,Ukraine,Premier Liga,Shakhtar Donetsk,Italy,Serie A,SS Lazio,7.5,FALSE,TRUE
Kaiky,Centre-Back,18,8,Brazil,Série A,Santos FC,Spain,LaLiga,UD Almería,7,FALSE,FALSE
Lucas Alario,Centre-Forward,29,8,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,Eintracht Frankfurt,6,FALSE,TRUE
Patrick Wimmer,Right Winger,21,8,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,VfL Wolfsburg,5,FALSE,TRUE
Anders Dreyer,Right Winger,24,8,Russia,1.Division,Rubin Kazan,Denmark,Superligaen,FC Midtjylland,5,FALSE,FALSE
Francisco Conceição,Right Winger,19,8,Portugal,Liga Portugal,FC Porto,Netherlands,Eredivisie,Ajax Amsterdam,5,FALSE,FALSE
Flavius Daniliuc,Centre-Back,21,8,France,Ligue 1,OGC Nice,Italy,Serie A,US Salernitana 1919,5,FALSE,TRUE
Carlos Vinícius,Centre-Forward,27,8,Portugal,Liga Portugal,SL Benfica,England,Premier League,Fulham FC,5,FALSE,TRUE
Denis Bouanga,Left Winger,27,8,France,Ligue 2,AS Saint-Étienne,United States,MLS,Los Angeles FC,4.55,FALSE,FALSE
Kastriot Imeri,Central Midfield,22,8,Switzerland,Super League,Servette FC,Switzerland,Super League,BSC Young Boys,3.6,FALSE,FALSE
Enis Bardhi,Attacking Midfield,27,8,Spain,LaLiga2,Levante UD,Turkey,Süper Lig,Trabzonspor,3,FALSE,TRUE
Moi Gómez,Left Winger,28,8,Spain,LaLiga,Villarreal CF,Spain,LaLiga,CA Osasuna,1.8,FALSE,FALSE
Haris Seferovic,Centre-Forward,30,8,Portugal,Liga Portugal,SL Benfica,Turkey,Süper Lig,Galatasaray,1,TRUE,TRUE
Malang Sarr,Centre-Back,23,8,England,Premier League,Chelsea FC,Monaco,Ligue 1,AS Monaco,1,TRUE,TRUE
Domingos Duarte,Centre-Back,27,8,Spain,LaLiga2,Granada CF,Spain,LaLiga,Getafe CF,0.75,FALSE,FALSE
Alejandro Pozuelo,Attacking Midfield,30,8,Canada,MLS,Toronto FC,United States,MLS,Inter Miami CF,0.136,FALSE,FALSE
Romain Saïss,Centre-Back,32,8,England,Premier League,Wolverhampton Wanderers,Turkey,Süper Lig,Besiktas JK,0,FALSE,FALSE
Isaac Hayden,Defensive Midfield,27,8,England,Premier League,Newcastle United,England,Championship,Norwich City,0,TRUE,TRUE
Jordan Larsson,Centre-Forward,25,8,Russia,Premier Liga,Spartak Moscow,Germany,Bundesliga,FC Schalke 04,0,FALSE,FALSE
Henrikh Mkhitaryan,Attacking Midfield,33,8,Italy,Serie A,AS Roma,Italy,Serie A,Inter Milan,0,FALSE,TRUE
Abdallah Sima,Right Winger,21,8,England,Premier League,Brighton & Hove Albion,France,Ligue 1,Angers SCO,0,TRUE,TRUE
Joshua King,Centre-Forward,30,8,England,Championship,Watford FC,Turkey,Süper Lig,Fenerbahce,0,FALSE,FALSE
Christos Tzolis,Left Winger,20,8,England,Championship,Norwich City,Netherlands,Eredivisie,Twente Enschede FC,0,TRUE,FALSE
Zinho Vanheusden,Centre-Back,22,8,Italy,Serie A,Inter Milan,Netherlands,Eredivisie,AZ Alkmaar,0,TRUE,FALSE
Pol Lirola,Right-Back,24,8,France,Ligue 1,Olympique Marseille,Spain,LaLiga,Elche CF,0,TRUE,FALSE
Jens Petter Hauge,Right Winger,22,8,Germany,Bundesliga,Eintracht Frankfurt,Belgium,Jupiler Pro League,KAA Gent,0,TRUE,FALSE
Reinier,Attacking Midfield,20,8,Spain,LaLiga,Real Madrid,Spain,LaLiga,Girona FC,0,TRUE,FALSE
Kacper Kozlowski,Central Midfield,18,8,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,0,TRUE,FALSE
Marco Carnesecchi,Goalkeeper,22,8,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,0,TRUE,FALSE
Munir El Haddadi,Centre-Forward,26,8,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Getafe CF,0,FALSE,FALSE
Ez Abde,Left Winger,20,8,Spain,LaLiga,FC Barcelona,Spain,LaLiga,CA Osasuna,0,TRUE,FALSE
Vedat Muriqi,Centre-Forward,28,7,Italy,Serie A,SS Lazio,Spain,LaLiga,RCD Mallorca,7.7,FALSE,FALSE
Bartol Franjic,Defensive Midfield,22,4.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,VfL Wolfsburg,7.5,FALSE,TRUE
Jota,Left Winger,23,7.5,Portugal,Liga Portugal,SL Benfica,Scotland,Premiership,Celtic FC,7.3,FALSE,FALSE
Nicolò Casale,Centre-Back,24,7.5,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,7,FALSE,TRUE
Takefusa Kubo,Right Winger,21,7.5,Spain,LaLiga,Real Madrid,Spain,LaLiga,Real Sociedad,6.5,FALSE,TRUE
Guus Til,Attacking Midfield,24,7.5,Russia,Premier Liga,Spartak Moscow,Netherlands,Eredivisie,PSV Eindhoven,3,FALSE,FALSE
Grischa Prömel,Central Midfield,27,7.5,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,TSG 1899 Hoffenheim,0,FALSE,FALSE
Ezgjan Alioski,Left Midfield,30,7.5,Saudi Arabia,Without League,Al-Ahli Saudi FC,Turkey,Süper Lig,Fenerbahce,0,TRUE,FALSE
Isco,Attacking Midfield,30,7.5,Spain,LaLiga,Real Madrid,Spain,LaLiga,Sevilla FC,0,FALSE,TRUE
Alexandru Cicaldau,Central Midfield,25,7.5,Turkey,Süper Lig,Galatasaray,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0,TRUE,FALSE
Quinten Timber,Central Midfield,21,4,Netherlands,Eredivisie,FC Utrecht,Netherlands,Eredivisie,Feyenoord Rotterdam,7.4,FALSE,FALSE
Cameron Carter-Vickers,Centre-Back,24,7,England,Premier League,Tottenham Hotspur,Scotland,Premiership,Celtic FC,7,FALSE,FALSE
Strahinja Pavlovic,Centre-Back,21,5,Monaco,Ligue 1,AS Monaco,Austria,Bundesliga,Red Bull Salzburg,7,FALSE,FALSE
Matteo Lovato,Centre-Back,22,7,Italy,Serie A,Atalanta BC,Italy,Serie A,US Salernitana 1919,7,FALSE,TRUE
Aaron Boupendza,Centre-Forward,26,7,Qatar,Stars League,Al-Arabi SC,Saudi Arabia,Professional League,Al-Shabab Club (Riyadh),7,FALSE,FALSE
Malick Thiaw,Centre-Back,21,6,Germany,Bundesliga,FC Schalke 04,Italy,Serie A,AC Milan,7,FALSE,TRUE
Lázaro,Left Winger,20,7,Brazil,Série A,Clube de Regatas do Flamengo,Spain,LaLiga,UD Almería,7,FALSE,FALSE
